Sender_account,Date,Time,Amount,anomaly_score,fraud_probability,Is_laundering,Receiver_account,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location
7108683404,07-10-2022,14:09:29,1454.41,0.017818155,0.005125091,0,7498972417,UK pounds,UK pounds,UK,UK
ACC158309,20-05-2022,04:12:31,3249.846632,0.345408919,0.99595237,1,ACC241427,UK pounds,UK pounds,UK,Nigeria
8456279067,07-10-2022,13:32:49,6974.41,0.005301978,0.005646099,0,1831928079,UK pounds,UK pounds,UK,UK
4121324384,07-10-2022,16:54:21,4345.34,0.11991326,0.008205129,0,7840880332,Euro,UK pounds,Spain,UK
4045011140,07-10-2022,14:36:25,6879.49,0.006390864,0.004463604,0,5628674969,UK pounds,UK pounds,UK,UK
1935297468,07-10-2022,10:44:27,305.05,0.011006645,0.009890263,0,2714320850,UK pounds,UK pounds,UK,UK
3711017685,07-10-2022,11:55:25,11127.69,0.013101908,0.004658967,0,5896180453,UK pounds,UK pounds,UK,UK
4758769703,07-10-2022,11:23:16,7907.12,0.018593718,0.004983719,0,2358786715,UK pounds,UK pounds,UK,UK
9786732607,07-10-2022,16:26:58,5724.36,0.018682137,0.01383336,0,7443585447,UK pounds,UK pounds,UK,UK
7829253679,07-10-2022,13:23:33,1463.86,0.022617597,0.030194325,0,3299494566,UK pounds,UK pounds,UK,UK
4622157955,07-10-2022,11:11:38,12104.43,0.01607253,0.005125091,0,3091109715,UK pounds,UK pounds,UK,UK
1088949328,07-10-2022,14:02:38,4741.24,0.034855797,0.004658967,0,6444220418,UK pounds,UK pounds,UK,UK
798082205,07-10-2022,14:14:53,3051.29,0.009600693,0.016622499,0,7247407453,UK pounds,UK pounds,UK,UK
ACC697387,10-07-2022,06:48:53,-1891.394959,0.174849011,0.9590435,1,ACC752448,UK pounds,Indian rupee,UK,UK
9534729015,07-10-2022,16:31:09,6893.85,0.010890845,0.00459632,0,8950761727,UK pounds,UK pounds,UK,UK
4353995266,07-10-2022,16:24:21,5142.01,0.047292473,0.005101374,0,6646502650,UK pounds,Euro,UK,France
8456279067,07-10-2022,16:34:45,9474.63,0.025957446,0.005646099,0,1194597483,UK pounds,UK pounds,UK,UK
1343121729,07-10-2022,15:13:46,8510.59,0.021851133,0.004658967,0,7080357663,UK pounds,UK pounds,UK,UK
4284452699,07-10-2022,15:48:20,10665,0.024724984,0.026253441,0,8068044866,UK pounds,UK pounds,UK,UK
ACC732512,26-08-2023,03:53:41,-1041.59925,0.491583135,0.9954372,1,ACC636651,UK pounds,UK pounds,UK,India
8204380961,07-10-2022,10:36:15,3615.93,0.011445958,0.01716538,0,4816555386,UK pounds,UK pounds,UK,UK
ACC390506,09-03-2022,01:20:42,-2895.198832,0.302083835,0.9951674,1,ACC768783,UK pounds,US dollar,UK,UK
ACC240547,04-06-2022,12:17:26,-7597.250698,0.601987078,0.99496174,1,ACC451319,Yen,Naira,Japan,Mexico
ACC323979,16-05-2022,10:44:25,-2585.158321,0.13622772,0.9960238,1,ACC244273,UK pounds,UK pounds,UK,UK
7924551009,07-10-2022,11:37:43,15795.17,0.010272912,0.004658967,0,7199625988,UK pounds,UK pounds,UK,UK
ACC155435,10-06-2023,23:32:39,-5669.776721,0.397015765,0.99486166,1,ACC211699,UK pounds,UK pounds,UK,India
ACC311029,17-12-2023,09:08:23,1351.45983,0.236654956,0.9940952,1,ACC240431,UK pounds,Naira,UK,Nigeria
190346689,07-10-2022,16:52:47,6508.04,0.045386892,0.011137904,0,5103043844,UK pounds,Naira,UK,Nigeria
8465013530,07-10-2022,14:11:37,16933.81,0.040441355,0.005101374,0,2534644942,UK pounds,Euro,UK,France
539802231,07-10-2022,15:26:44,520.7,0.032528131,0.025575813,0,4551768181,UK pounds,UK pounds,UK,UK
ACC351395,14-05-2023,10:18:36,-1975.346281,0.252963678,0.9960835,1,ACC485890,UK pounds,UK pounds,UK,UK
1491989064,07-10-2022,15:40:31,26339.22,0.021458793,0.005864224,0,2482957386,UK pounds,UK pounds,UK,UK
ACC801562,12-05-2022,09:42:26,8985.46108,0.115383286,0.9960238,1,ACC102888,UK pounds,UK pounds,UK,UK
1773265181,07-10-2022,11:57:25,158.91,0.017926167,0.009807766,0,6373118964,UK pounds,UK pounds,UK,UK
ACC499771,17-04-2022,14:05:56,-6091.939882,0.184419079,0.9960238,1,ACC990429,UK pounds,UK pounds,UK,UK
5409294534,07-10-2022,16:24:49,3154.49,0.015091663,0.018371435,0,5026394993,UK pounds,UK pounds,UK,UK
ACC337503,19-06-2022,07:26:34,10282.99355,0.224868435,0.9952586,1,ACC286199,UK pounds,UK pounds,UK,Mexico
ACC382668,29-12-2022,13:39:46,1836.088276,0.369198017,0.9889368,1,ACC215621,UK pounds,UK pounds,UK,India
3838073186,07-10-2022,13:40:42,3090.36,0.00551105,0.021909017,0,493212103,UK pounds,UK pounds,UK,UK
7758268667,07-10-2022,13:57:56,9360.92,0.010902445,0.0051613,0,4389103342,UK pounds,UK pounds,UK,UK
8572039029,07-10-2022,10:56:48,10266.88,0.16497645,0.005473839,0,1431561040,Euro,UK pounds,France,UK
ACC483952,18-06-2022,21:21:55,9648.484562,0.177015664,0.9951674,1,ACC717322,UK pounds,US dollar,UK,UK
9081133856,07-10-2022,15:41:04,9409.39,0.015760342,0.004463604,0,6444220418,UK pounds,UK pounds,UK,UK
9620686680,07-10-2022,11:54:39,110.63,0.014920418,0.009890263,0,9333931974,UK pounds,UK pounds,UK,UK
371736072,07-10-2022,13:39:21,508.74,0.003390325,0.00599221,0,3677707508,UK pounds,UK pounds,UK,UK
1008340236,07-10-2022,11:27:18,2028.31,0.016454118,0.004983719,0,2437535257,UK pounds,UK pounds,UK,UK
6216316627,07-10-2022,11:18:19,7896.44,0.012496068,0.004802258,0,5466123934,UK pounds,UK pounds,UK,UK
9124475264,07-10-2022,12:19:24,5532.29,0.013432911,0.006112214,0,4605155276,UK pounds,UK pounds,UK,UK
ACC705093,01-03-2022,11:46:21,-3319.334787,0.194129045,0.9960238,1,ACC111839,UK pounds,UK pounds,UK,UK
ACC925911,04-04-2022,22:02:23,-162.1854969,0.18750616,0.9960238,1,ACC547083,UK pounds,UK pounds,UK,UK
6626432398,07-10-2022,16:39:21,1151.59,0.010648968,0.015249044,0,2506884622,UK pounds,UK pounds,UK,UK
341540842,07-10-2022,16:10:41,4095.3,0.018853647,0.011766742,0,7487856327,UK pounds,UK pounds,UK,UK
5195441820,07-10-2022,12:47:57,8182.89,0.022260949,0.004463604,0,9600420220,UK pounds,UK pounds,UK,UK
7674756610,07-10-2022,12:59:51,13237.19,0.008685192,0.004462909,0,4336977506,UK pounds,UK pounds,UK,UK
9195060952,07-10-2022,11:16:39,12275.31,0.009568399,0.004462909,0,4270865741,UK pounds,UK pounds,UK,UK
ACC174935,21-05-2023,22:36:19,-3192.981889,0.402762238,0.99601305,1,ACC346348,UK pounds,UK pounds,UK,Mexico
ACC128677,22-08-2022,14:38:09,10747.4616,0.274425579,0.98816746,1,ACC879593,UK pounds,UK pounds,UK,India
3636841696,07-10-2022,11:08:58,187.98,0.026576072,0.009890963,0,7570488238,UK pounds,UK pounds,UK,UK
3614082527,07-10-2022,14:51:13,8213.02,0.018971072,0.05352343,0,5318241045,UK pounds,Naira,UK,Nigeria
3864603006,07-10-2022,13:32:28,20212.21,0.010074408,0.004955927,0,5858369125,UK pounds,UK pounds,UK,UK
2168910862,07-10-2022,15:28:09,7045.53,0.015367132,0.004463604,0,8678802420,UK pounds,UK pounds,UK,UK
942349529,07-10-2022,12:22:26,6989.6,0.010416088,0.004463604,0,8518184956,UK pounds,UK pounds,UK,UK
ACC827233,25-05-2023,20:45:19,-6413.632508,0.46517238,0.9958942,1,ACC796761,UK pounds,Naira,UK,UK
5804990951,07-10-2022,14:30:08,16575.69,0.009547708,0.011766742,0,5970033150,UK pounds,UK pounds,UK,UK
2365007895,07-10-2022,10:42:51,16299.03,0.010484342,0.005646099,0,5866348729,UK pounds,UK pounds,UK,UK
ACC468507,07-04-2022,00:12:23,8583.139525,0.288115276,0.83688843,1,ACC854306,UK pounds,UK pounds,UK,UK
7155736136,07-10-2022,11:36:44,5691.63,0.019674016,0.008686261,0,1316458123,UK pounds,Mexican Peso,UK,Mexico
ACC676759,07-03-2023,19:12:33,1383.49705,0.781480193,0.98992574,1,ACC186433,UK pounds,UK pounds,Japan,India
ACC918773,04-01-2023,17:08:31,3805.279012,0.77315114,0.99334747,1,ACC700482,UK pounds,Indian rupee,Japan,USA
36476669,07-10-2022,11:38:05,1699.63,0.023407535,0.026371937,0,458677348,UK pounds,UK pounds,UK,UK
ACC604294,28-02-2023,11:25:31,10382.29739,0.500503041,0.9955646,1,ACC610832,UK pounds,Naira,UK,UK
9243779950,07-10-2022,11:11:48,2888.65,0.020761921,0.017221782,0,3448193802,UK pounds,UK pounds,UK,UK
ACC138285,07-02-2022,12:16:47,3434.527392,0.252468425,0.99581087,1,ACC344473,UK pounds,UK pounds,UK,Nigeria
1915450576,07-10-2022,12:40:08,6274.52,0.018319523,0.005240316,0,6338941383,UK pounds,UK pounds,UK,UK
ACC810277,18-11-2023,12:49:00,-322.9094359,0.201383841,0.99642795,1,ACC720956,UK pounds,UK pounds,UK,UK
7501327339,07-10-2022,13:12:29,10964.63,0.011188361,0.005646099,0,3230579354,UK pounds,UK pounds,UK,UK
734969360,07-10-2022,14:45:01,5831.1,0.021962274,0.026345572,0,8678392907,UK pounds,UK pounds,UK,UK
6666902743,07-10-2022,12:01:41,38.41,0.028222969,0.015868854,0,1414709830,UK pounds,UK pounds,UK,UK
1381060944,07-10-2022,12:54:49,456.38,0.015964768,0.015249044,0,1322542482,UK pounds,UK pounds,UK,UK
3432619033,07-10-2022,11:05:42,14395.38,0.025120149,0.004802258,0,5466123934,UK pounds,UK pounds,UK,UK
1144646660,07-10-2022,15:38:12,5118.73,0.010331756,0.004462909,0,1493436023,UK pounds,UK pounds,UK,UK
7337476667,07-10-2022,16:46:19,2388.22,0.247730598,0.019676635,0,1300575278,Naira,UK pounds,UK,UK
ACC528766,22-07-2022,08:23:16,9173.175936,0.205131702,0.98982286,1,ACC136753,UK pounds,Naira,UK,India
3788753958,07-10-2022,16:30:45,995446.29,0.825949701,0.015870133,0,2626119494,UK pounds,UK pounds,UK,UK
8952177221,07-10-2022,15:22:16,11844.19,0.023513402,0.005646099,0,3031188286,UK pounds,UK pounds,UK,UK
ACC979277,10-02-2022,15:28:24,7436.991253,0.193008953,0.9951674,1,ACC240994,UK pounds,US dollar,UK,UK
6232885366,07-10-2022,11:15:49,6074.5,0.013142109,0.004802258,0,3079818547,UK pounds,UK pounds,UK,UK
7758268667,07-10-2022,14:18:06,9420.88,0.00577026,0.005240316,0,6000485397,UK pounds,UK pounds,UK,UK
1025527300,07-10-2022,11:13:43,11232.99,0.02214824,0.010245729,0,9729451408,UK pounds,UK pounds,UK,UK
ACC467465,02-04-2023,10:13:48,10190.48866,0.338705135,0.99664766,1,ACC750343,UK pounds,UK pounds,UK,Nigeria
ACC477158,11-06-2023,06:36:50,12113.57937,0.283199855,0.9958753,1,ACC130074,UK pounds,Mexican Peso,UK,UK
2595670415,07-10-2022,10:43:09,15135.99,0.016256148,0.004802258,0,6223365730,UK pounds,UK pounds,UK,UK
ACC493477,05-04-2023,03:18:58,12694.97185,0.435806109,0.99576074,1,ACC971908,UK pounds,Indian rupee,UK,Nigeria
ACC962725,06-07-2022,18:54:32,-2500.333395,0.238560444,0.99388874,1,ACC654771,Yen,Mexican Peso,UK,UK
8147726877,07-10-2022,13:55:37,11865.33,0.047953331,0.005101374,0,6646502650,UK pounds,Euro,UK,France
ACC870587,14-03-2022,09:40:11,2248.944029,0.190372322,0.99521244,1,ACC409881,UK pounds,UK pounds,UK,USA
ACC663302,08-05-2022,10:11:03,3023.311497,0.15180385,0.9919551,1,ACC675759,UK pounds,UK pounds,UK,Nigeria
1830078831,07-10-2022,11:52:42,10314.99,0.005819906,0.004462909,0,7160736915,UK pounds,UK pounds,UK,UK
9334364016,07-10-2022,12:18:17,5174.64,0.018545871,0.008102065,0,7892884492,UK pounds,US dollar,UK,USA
9277661052,07-10-2022,11:33:25,5079.39,0.014679941,0.031326935,0,4575628984,UK pounds,UK pounds,UK,UK
749315581,07-10-2022,11:57:15,8647.87,0.007883359,0.004463604,0,8673917867,UK pounds,UK pounds,UK,UK
3767274915,07-10-2022,15:43:31,211.68,0.012298291,0.009890263,0,6124944222,UK pounds,UK pounds,UK,UK
7089073424,07-10-2022,15:22:12,3043,0.010398261,0.015249044,0,992335593,UK pounds,UK pounds,UK,UK
ACC322039,03-01-2022,00:54:07,14561.56793,0.504142584,0.9946386,1,ACC139846,UK pounds,UK pounds,UK,Mexico
8501920513,07-10-2022,13:21:01,7500.77,0.015163282,0.010245729,0,813395681,UK pounds,UK pounds,UK,UK
ACC841867,05-11-2023,06:08:59,1387.057661,0.222555516,0.99482024,1,ACC131935,UK pounds,UK pounds,UK,UK
ACC337400,11-04-2023,07:28:13,5971.596491,0.273506562,0.99519277,1,ACC889398,UK pounds,UK pounds,UK,UK
1599117988,07-10-2022,13:46:25,694.86,0.026263418,0.013205792,0,9708290382,UK pounds,UK pounds,UK,UK
3834666529,07-10-2022,15:46:58,9224.39,0.020362973,0.005095739,0,5858369125,UK pounds,UK pounds,UK,UK
3510078932,07-10-2022,14:50:08,9757.6,0.016044797,0.005154985,0,9418077278,UK pounds,UK pounds,UK,UK
ACC835415,10-07-2023,17:01:45,-7445.76623,0.462727607,0.9949987,1,ACC982042,Yen,Indian rupee,UK,Nigeria
3759003567,07-10-2022,12:03:33,841.46,0.011932221,0.00599221,0,8265748095,UK pounds,UK pounds,UK,UK
5079114409,07-10-2022,13:58:40,1792.83,0.016140899,0.005125091,0,6216917084,UK pounds,UK pounds,UK,UK
2999228456,07-10-2022,13:28:18,103.01,0.011894407,0.00599221,0,7905591095,UK pounds,UK pounds,UK,UK
8003608688,07-10-2022,11:10:05,33667.87,0.016901559,0.004802258,0,6034997194,UK pounds,UK pounds,UK,UK
6677934219,07-10-2022,12:27:26,553.46,0.007966212,0.009085286,0,8154718696,UK pounds,UK pounds,UK,UK
9673864368,07-10-2022,14:35:45,12189.97,0.00830499,0.004462909,0,7080357663,UK pounds,UK pounds,UK,UK
ACC382843,15-07-2023,09:52:07,6492.725646,0.275641417,0.9955804,1,ACC510657,UK pounds,Indian rupee,UK,UK
ACC379176,12-08-2023,01:29:35,-4438.185227,0.380528635,0.99475765,1,ACC359812,Yen,US dollar,UK,USA
ACC800550,13-09-2022,10:35:56,-4300.026919,0.048557893,0.99031365,1,ACC290726,UK pounds,UK pounds,UK,USA
ACC584557,05-10-2022,02:27:13,7821.388796,0.621993119,0.9842978,1,ACC216657,UK pounds,UK pounds,Japan,India
7669236826,07-10-2022,15:33:25,9649.89,0.017053614,0.005240316,0,5112224952,UK pounds,UK pounds,UK,UK
5982914936,07-10-2022,16:08:17,10109.24,0.012675809,0.0066156,0,7950918410,UK pounds,UK pounds,UK,UK
2000836643,07-10-2022,16:36:41,5861.53,0.233610055,0.020145932,0,6359042796,Euro,Yen,Italy,Japan
2810377546,07-10-2022,15:29:15,7134.12,0.011067889,0.017184358,0,8075393745,UK pounds,UK pounds,UK,UK
7758268667,07-10-2022,12:31:15,9238.41,0.005455888,0.005154985,0,6000485397,UK pounds,UK pounds,UK,UK
8115817731,07-10-2022,13:06:31,5157.85,0.018919923,0.005125091,0,4877050806,UK pounds,UK pounds,UK,UK
264095857,07-10-2022,14:48:03,13453.08,0.01909743,0.007129106,0,1316458123,UK pounds,Mexican Peso,UK,Mexico
ACC486819,14-12-2023,21:52:47,-167.1192245,0.369283161,0.99492234,1,ACC804089,UK pounds,Mexican Peso,UK,India
8587242371,07-10-2022,14:36:05,19967.97,0.013794052,0.004463604,0,5363117119,UK pounds,UK pounds,UK,UK
8794462245,07-10-2022,16:13:30,1678.36,0.026757926,0.015409988,0,8753230992,UK pounds,UK pounds,UK,UK
ACC893739,14-09-2023,01:17:47,-1404.146136,0.380458423,0.9955291,1,ACC910470,UK pounds,UK pounds,UK,Nigeria
2170161481,07-10-2022,11:31:23,6124.16,0.00590455,0.013048309,0,764476155,UK pounds,UK pounds,UK,UK
ACC708032,18-11-2023,00:05:04,-1020.588773,0.497142014,0.99526876,1,ACC117058,UK pounds,US dollar,UK,Mexico
5118974151,07-10-2022,14:45:00,1250.05,0.023707128,0.005073115,0,839544588,UK pounds,UK pounds,UK,UK
4788624750,07-10-2022,11:17:26,470.71,0.018465409,0.011766742,0,4967318432,UK pounds,UK pounds,UK,UK
2365007895,07-10-2022,14:54:13,9994.9,0.014474387,0.005646099,0,5832927076,UK pounds,UK pounds,UK,UK
4401693545,07-10-2022,13:04:40,208.43,0.016366094,0.012533614,0,3374945735,UK pounds,UK pounds,UK,UK
6135642625,07-10-2022,11:29:57,4218.64,0.012792564,0.015409988,0,156476808,UK pounds,UK pounds,UK,UK
6282070189,07-10-2022,16:29:25,18073.51,0.039002874,0.004693911,0,8518184956,UK pounds,UK pounds,UK,UK
ACC544103,12-07-2022,17:37:05,10855.91782,0.109662682,0.9941356,1,ACC287279,UK pounds,Naira,UK,UK
ACC663582,31-10-2023,13:31:58,-5148.976461,0.46886358,0.995717,1,ACC854675,UK pounds,Mexican Peso,UK,UK
ACC283296,27-08-2023,11:45:48,2306.402859,0.541888934,0.9941506,1,ACC899247,Yen,UK pounds,UK,India
8307902133,07-10-2022,16:38:22,2333.82,0.019983374,0.031326935,0,3429494374,UK pounds,UK pounds,UK,UK
ACC534095,30-06-2023,08:42:25,-174.2909631,0.785067357,0.99557036,1,ACC806035,UK pounds,UK pounds,Japan,UK
ACC951947,13-04-2023,09:32:20,6631.598711,0.263761032,0.99571866,1,ACC544534,UK pounds,UK pounds,UK,UK
ACC222726,22-05-2023,12:28:44,-3777.968948,0.369118015,0.9957962,1,ACC384484,UK pounds,UK pounds,UK,Nigeria
8311921220,07-10-2022,13:32:26,18575.89,0.015010289,0.005480233,0,7510758999,UK pounds,UK pounds,UK,UK
ACC218916,12-02-2023,04:16:36,-712.7793053,0.580522837,0.98689926,1,ACC330141,UK pounds,UK pounds,UK,India
121758982,07-10-2022,16:00:21,19987.99,0.046059493,0.005125091,0,6000588706,UK pounds,UK pounds,UK,UK
6086421020,07-10-2022,16:54:12,5767.78,0.01825057,0.005638443,0,7909637145,UK pounds,UK pounds,UK,UK
6541552727,07-10-2022,11:21:34,6868.28,0.022308836,0.013255713,0,2877832458,UK pounds,Moroccan dirham,UK,Morocco
8820389620,07-10-2022,15:53:55,7410.37,0.020945329,0.004658967,0,4336977506,UK pounds,UK pounds,UK,UK
ACC561439,25-03-2023,23:56:47,-5842.958442,0.504644972,0.99574584,1,ACC598977,UK pounds,UK pounds,UK,Nigeria
ACC125424,02-06-2022,06:32:40,-8252.210547,0.508068226,0.9917898,1,ACC962237,UK pounds,Naira,Japan,UK
1915450576,07-10-2022,13:32:03,5875.59,0.046705804,0.005240316,0,2933259781,UK pounds,UK pounds,UK,UK
6660614645,07-10-2022,13:36:54,2666.32,0.008764198,0.010272916,0,8487135934,UK pounds,UK pounds,UK,UK
ACC238513,28-03-2022,16:53:33,12888.19072,0.490617993,0.9955978,1,ACC536543,UK pounds,UK pounds,UK,India
ACC391935,02-08-2023,02:06:03,-4672.758737,0.333560113,0.9958662,1,ACC246878,UK pounds,UK pounds,UK,UK
7843200498,07-10-2022,16:10:31,5319.76,0.017273347,0.00599221,0,664932653,UK pounds,UK pounds,UK,UK
9809737375,07-10-2022,15:45:53,1775.98,0.122174602,0.006503854,0,1056571782,UK pounds,Euro,UK,Austria
1170249640,07-10-2022,14:26:33,1535.08,0.005441692,0.01383336,0,1378068493,UK pounds,UK pounds,UK,UK
8992550842,07-10-2022,13:29:04,476.25,0.031864997,0.018514382,0,1489915777,UK pounds,UK pounds,UK,UK
ACC821550,30-03-2022,05:27:59,1762.732557,0.779881847,0.9892965,1,ACC201431,UK pounds,Naira,Japan,USA
1281181704,07-10-2022,16:51:50,1642.28,0.020847954,0.01383336,0,5424222172,UK pounds,UK pounds,UK,UK
8203229522,07-10-2022,11:27:07,8527.87,0.010257002,0.005514489,0,7963107269,UK pounds,UK pounds,UK,UK
ACC579416,06-11-2022,08:55:13,3799.458398,0.044869758,0.9946077,1,ACC825358,UK pounds,UK pounds,UK,UK
1390806158,07-10-2022,13:52:51,8898.08,0.013465899,0.004463604,0,8673917867,UK pounds,UK pounds,UK,UK
8695107817,07-10-2022,10:37:45,1334.75,0.014356151,0.012137755,0,2532987287,UK pounds,UK pounds,UK,UK
2484231014,07-10-2022,15:07:06,7274.09,0.024554746,0.004660367,0,1465487567,UK pounds,UK pounds,UK,UK
5872512221,07-10-2022,12:12:11,247.92,0.037296831,0.026045822,0,5255062394,UK pounds,UK pounds,UK,UK
3614082527,07-10-2022,15:00:17,7406.41,0.014756949,0.005240316,0,1542761342,UK pounds,UK pounds,UK,UK
ACC185991,23-02-2023,07:24:35,7260.591765,0.471896392,0.9854816,1,ACC412244,UK pounds,UK pounds,UK,UK
ACC170625,26-06-2022,12:36:30,12874.65857,0.209780757,0.9924661,1,ACC296835,UK pounds,UK pounds,UK,UK
ACC406590,18-10-2023,19:52:34,5024.158395,0.20032927,0.99463636,1,ACC413756,UK pounds,UK pounds,UK,UK
ACC632441,30-12-2023,13:53:41,-6630.762685,0.40515986,0.9953654,1,ACC664691,UK pounds,UK pounds,UK,Nigeria
ACC857746,31-07-2023,21:44:44,-1665.724717,0.454908587,0.9958942,1,ACC756000,UK pounds,UK pounds,UK,UK
9262436552,07-10-2022,15:12:23,397.73,0.010206709,0.015868854,0,145522688,UK pounds,UK pounds,UK,UK
1378784400,07-10-2022,10:45:23,5208.21,0.012214247,0.00481754,0,7780773895,UK pounds,UK pounds,UK,UK
ACC380571,04-11-2023,22:19:48,958.1730635,0.255375851,0.9958878,1,ACC195112,UK pounds,Naira,UK,UK
3120847079,07-10-2022,12:15:31,78.36,0.009401168,0.009890963,0,5200800781,UK pounds,UK pounds,UK,UK
1915450576,07-10-2022,10:44:16,18259.91,0.02594485,0.005240316,0,2088570270,UK pounds,UK pounds,UK,UK
1534038841,07-10-2022,16:18:20,1078.46,0.04925145,0.017478961,0,5888467743,UK pounds,Swiss franc,UK,UK
ACC754200,26-07-2022,02:10:17,1601.771709,0.331105834,0.9960238,1,ACC752244,UK pounds,UK pounds,UK,UK
1899934639,07-10-2022,15:39:23,142.83,0.01216519,0.005125091,0,3710154468,UK pounds,UK pounds,UK,UK
7206133645,07-10-2022,12:32:38,467.46,0.007427389,0.01383336,0,270790087,UK pounds,UK pounds,UK,UK
ACC722685,28-10-2023,03:10:17,-1356.563907,0.416727794,0.99535084,1,ACC318948,UK pounds,UK pounds,UK,UK
ACC931317,16-09-2022,16:40:25,4544.959705,0.084928895,0.9898893,1,ACC622127,UK pounds,UK pounds,UK,Nigeria
ACC707385,22-11-2022,06:38:58,-3981.410632,0.221123799,0.886432,1,ACC708224,UK pounds,Mexican Peso,UK,UK
8456279067,07-10-2022,13:20:03,7633.06,0.018426187,0.005125091,0,5441570240,UK pounds,UK pounds,UK,UK
3277330187,07-10-2022,15:43:47,2797.98,0.016841303,0.027984489,0,3377140402,UK pounds,UK pounds,UK,UK
8527448088,07-10-2022,14:57:41,144.88,0.014015223,0.009807766,0,9827923812,UK pounds,UK pounds,UK,UK
6086421020,07-10-2022,14:56:37,23888.77,0.051682687,0.009230536,0,1253036863,UK pounds,Mexican Peso,UK,Mexico
8987848252,07-10-2022,15:19:41,10485.74,0.01028929,0.005638443,0,6000919396,UK pounds,UK pounds,UK,UK
ACC849525,04-02-2023,10:51:45,3312.491124,0.487038435,0.9561275,1,ACC888980,Yen,US dollar,UK,Mexico
8136522609,07-10-2022,15:42:05,135.16,0.127889078,0.007465547,0,3167339556,UK pounds,Euro,UK,Italy
ACC141116,26-06-2022,17:49:58,3039.381495,0.258446733,0.9960238,1,ACC277260,UK pounds,UK pounds,UK,UK
3375998526,07-10-2022,11:58:45,5083.92,0.008164708,0.00599221,0,7444122993,UK pounds,UK pounds,UK,UK
1304411851,07-10-2022,13:58:28,10434.93,0.007215282,0.004761998,0,5708936901,UK pounds,UK pounds,UK,UK
3597370050,07-10-2022,15:17:43,482.83,0.018703903,0.027984489,0,1337001028,UK pounds,UK pounds,UK,UK
457805388,07-10-2022,15:07:28,303.96,0.01514986,0.00599221,0,6658120999,UK pounds,UK pounds,UK,UK
4527888707,07-10-2022,14:27:53,24426.51,0.01108832,0.009396602,0,107799969,UK pounds,UK pounds,UK,UK
ACC947579,02-07-2023,03:13:42,7616.504859,0.316321243,0.9958918,1,ACC853767,UK pounds,US dollar,UK,UK
6086421020,07-10-2022,11:03:28,8028.94,0.013813149,0.005514489,0,7141835964,UK pounds,UK pounds,UK,UK
295813874,07-10-2022,16:54:55,13297.27,0.019928394,0.004658967,0,5896180453,UK pounds,UK pounds,UK,UK
1559173194,07-10-2022,14:15:59,21932.76,0.019707448,0.004983719,0,1174928644,UK pounds,UK pounds,UK,UK
7833704985,07-10-2022,16:09:21,9148.3,0.024836828,0.01720872,0,4920375601,UK pounds,UK pounds,UK,UK
8898696157,07-10-2022,10:59:31,10081.78,0.067275357,0.00533996,0,6646502650,UK pounds,Euro,UK,France
11999416,07-10-2022,16:18:40,5928.56,0.012904817,0.004463604,0,6223365730,UK pounds,UK pounds,UK,UK
9287589980,07-10-2022,16:47:32,5943.06,0.029887756,0.011408079,0,5103043844,UK pounds,Naira,UK,Nigeria
6541552727,07-10-2022,14:12:01,6025.55,0.012032818,0.00459632,0,9694142477,UK pounds,UK pounds,UK,UK
4486832385,07-10-2022,15:21:20,2747.28,0.008269162,0.00599221,0,2106816241,UK pounds,UK pounds,UK,UK
